#,Module,คำถาม (ลูกค้าแจ้ง),คำตอบ (มาตรฐาน)
308,ห้องพยาบาล,Hold MFM รอบ13:00น.คนนี้,วนนี้สามารถยกเลิกเซ็นยาแล้วกด hold ได้เลย เคสนี้ใช้ใบ Mar เวอร์ 2 สามารถลบรายการเซ็นจ่ายเองได้เลย กดที่แว่นขยาย user ท่านเป็นคนเซ็นต้องเป็น user ท่านนั้น ถึงจะมีสิทธิลบได้
309,ห้องพยาบาล,รายการไม่ขึ้น,ไม่พบประวัติการเขียนใบออเดอร์ล่วงหน้า
310,ห้องพยาบาล,ตั้งยาแล้วไม่ขึ้นในmarค่า,เนื่องจากเป็นรายการเวชภัณฑ์มิใช่ยา เลยทำให้รายการไม่เข้าที่ใบ mar.
311,ห้องพยาบาล,ฝากเช้ค an 680004691. นอนวอดชาย ค่าใช้จ่ายเกินมา,มีแอดเพิ่มมา
312,ห้องพยาบาล,ยกเลิก Resolved ปัญหาที่2,ผู้ใช้ที่ลงข้อมูลสามารถนำติ๊ก ออกได้
313,ห้องพยาบาล,⑧ ∞ ⑥ อาจารย์ ดูใบ MAR เคสนี้ ยาCPM กับGG ไม่มีให้ลงชื่อในใบ MAR,มีตั้งค่าไว้ให้ ทุกๆ 4 วัน ทำให้รายการยาไม่แสดง
314,ห้องพยาบาล,ตั้ง lab ล่วงหน้า เป็นฝั่ง conแล้ว แต่ไม่สามารถ บันทึกคำสั่งแพทย์ได้,ได้แล้ว พอจะกดออกหน้าจอ ขึ้นแจ้งเตือนว่า ให้พิมพ์ progress อย่างใดอย่างนึงก่อน
315,ห้องพยาบาล,อาจารย์ ขึ้นแบบนี้ แก้ไขยังไงรับออเดอร์ยาไม่ได้,มีการรับออเดอร์เข้ามาแล้ว
316,ห้องพยาบาล,การเงินแจ้งว่ายอดไม่ตรง,ส่วนนี้ทางทีมนำยอดมาจากฐานข้อมูลรพ. ยอดรวมตรงกันกับหน้าใบค่ารักษา
317,ห้องพยาบาล,คนไข้ชำระเงินค่าห้องไม่ขึ้น,น่าจะเป็นนการออโต้ค่าบริการจากระบบhosxp น่าจะต้องกดเข้าไปดูรายละเอียดผู้ป่วยในhosระการถึงจะออโต้
318,ห้องพยาบาล,ขอสอบค่ากรณีทำ Discharge ไปแล้ว แต่ต้องการยกเลิก discharge ต้องทำยังไง,ต้องเข้าไปยกเลิกในระบบเดิมปัจจุบันระบบยังไม่มีฟังชั่น ยกเลิกadmit ยกเลิกdischarge อาจต้องทำในระบบเดิมก่อน
319,ห้องพยาบาล,วันนี้ไม่มีไข้แล้ว ลง Temp 37.1 แล้วตัวแดงจะหายไปเมื่อไหร่,ลงข้อมูลส่วนนี้แล้ว ได้มีการบันทึกไปที่ RECORD V/S เนื่องจากหน้าการทำงานในส่วนของ DTX ข้อมูลล่าสุดอุณหภูมิ 39.4 องศา เลยทำให้รายชื่อยังเป็นสีแดงอยู่
320,ห้องพยาบาล,พี่ ทำD/C แล้วขึ้นแบบนี้ 2 รอบ ลงข้อมูลฟอร์ม 35,ได้แล้วค่า ใส่ยาเยอะเกินไป ไม่เซฟให้ เลยลบออกใส่แค่บางตัว
